Province,District,Year,Commodity,Soil_pH,Soil_N_index,Soil_P_index,Soil_K_index,Area_Ha,Target_Yield_KgHa,Pupuk_Urea_kgHa,Pupuk_SP36_kgHa,Pupuk_KCl_kgHa
DI Yogyakarta,Gunung Kidul,2024,Bawang Merah,5.52,2,3,3,7.02,13200.4,251.9,108.0,92.5
Kalimantan Barat,Landak,2020,Jagung,5.97,2,3,3,50.16,5243.8,215.8,116.6,69.3
Kalimantan Selatan,Banjarmasin,2020,Tebu,4.26,3,2,1,39.02,65109.6,216.1,115.7,77.4
Nusa Tenggara Barat,Mataram,2021,Tebu,5.29,1,3,2,55.24,87372.72796566848,242.5,136.9,83.4
Jawa Barat,Tasikmalaya,2020,Tebu,5.29,3,2,1,26.28,84338.1,268.3,130.7,81.0
Papua Barat Daya,Tambrauw,2024,Padi,4.45,2,3,1,19.28,6202.6,246.4,135.4,83.6
Papua,Keerom,2021,Cabai Rawit,5.15,2,1,5,2.84,9699.2,238.8,125.7,85.0
Nusa Tenggara Barat,Lombok Tengah,2024,Tebu,5.62,2,1,3,55.64,54128.5,254.9,119.4,76.8
Jawa Tengah,Tegal,2021,Jagung,5.75,3,3,1,16.91,5094.3,263.9,105.1,90.7
Sulawesi Tengah,Morowali,2024,Padi,4.24,2,1,3,14.7,4489.6,265.8,130.4,93.4
Sulawesi Barat,Majene,2025,Jagung,6.19,2,3,3,10.06,7211.8,265.2,113.5,65.6
Sulawesi Tenggara,Konawe,2018,Padi,5.18,2,3,1,21.2,4783.9,252.1,114.1,84.2
Sulawesi Selatan,Wajo,2024,Jagung,5.66,3,4,2,15.09,7639.1,241.7,119.2,84.7
Nusa Tenggara Barat,Lombok Tengah,2020,Cabai Rawit,5.92,3,1,2,4.07,11495.0,240.6,103.9,85.4
Kalimantan Selatan,Barito Kuala,2023,Tebu,4.74,2,3,2,66.17,49463.3,277.0,130.3,76.6
Nusa Tenggara Timur,Manggarai,2023,Tebu,5.97,3,3,4,45.82,61054.1,260.2,113.3,79.8
Bali,Tabanan,2022,Cabai Rawit,6.37,2,4,3,3.54,9585.8,225.4,117.8,70.5
Kalimantan Timur,Berau,2022,Bawang Merah,6.19,1,2,4,2.34,10055.8,256.5,132.2,86.8
Bengkulu,Lebong,2021,Bawang Merah,6.28,3,4,4,6.75,12697.0,257.8,128.7,93.3
Lampung,Lampung Timur,2019,Jagung,5.8,1,2,2,27.24,7676.6,247.0,131.8,78.0
Sumatera Selatan,Ogan Komering Ilir,2023,Cabai Rawit,6.39,3,2,4,7.9,9323.9,254.0,117.2,79.5
Kalimantan Selatan,Tanah Laut,2023,Jagung,5.12,3,2,3,10.19,5464.4,235.2,116.3,67.3
Jawa Tengah,Brebes,2018,Tebu,6.23,4,2,3,11.39,64549.2,278.0,107.3,83.9
Kalimantan Timur,Kutai Barat,2025,Padi,4.7,2,3,2,26.89,5703.7,237.8,111.1,77.7
Kalimantan Timur,Kutai Timur,2019,Cabai Rawit,4.98,3,2,2,2.49,8455.5,259.4,130.8,95.0
Banten,Lebak,2022,Jagung,4.89,3,2,1,30.18,7549.7,257.3,118.0,74.3
Jawa Timur,Surabaya,2022,Tebu,6.17,2,4,3,94.98,99160.5,236.4,97.2,75.7
Jawa Tengah,Kebumen,2019,Tebu,5.23,2,1,1,16.15,78946.0,225.4,125.5,73.1
Riau,Siak,2024,Padi,5.09,2,4,2,9.04,5035.7,254.3,98.7,95.6
Gorontalo,Gorontalo,2024,Jagung,5.75,1,1,4,20.96,6125.4,257.5,106.8,73.3
Sulawesi Tenggara,Konawe,2020,Padi,6.42,4,5,1,18.09,7347.1,233.9,116.9,71.7
Jawa Timur,Bojonegoro,2020,Jagung,5.46,3,2,4,29.8,4947.7,291.4,92.9,64.0
Sumatera Utara,Medan,2025,Tebu,5.83,1,3,4,47.35,90007.4,236.9,136.6,92.1
Bengkulu,Lebong,2020,Bawang Merah,4.64,3,3,1,1.55,11374.5,269.2,138.6,67.9
Nusa Tenggara Barat,Dompu,2023,Padi,4.78,2,2,1,26.54,4158.6,218.8,114.2,68.2
Maluku,Seram Bagian Timur,2025,Cabai Rawit,4.56,2,4,3,2.57,9176.6,278.4,100.2,77.4
Banten,Cilegon,2020,Cabai Rawit,5.86,1,3,2,4.04,6785.3,205.2,127.2,80.9
Kalimantan Timur,Kutai Barat,2023,Padi,5.21,2,2,2,24.43,5147.9,277.8,122.4,91.9
Nusa Tenggara Barat,Lombok Barat,2022,Bawang Merah,6.2,3,4,4,2.55,8849.1,225.5,120.8,83.5
Jambi,Muaro Jambi,2021,Padi,5.48,1,1,3,7.04,6379.5,248.0,138.3,84.9
Sulawesi Barat,Polewali Mandar,2019,Tebu,4.36,2,3,2,45.57,58966.9,261.9,133.2,63.2
Papua Selatan,Boven Digoel,2025,Padi,5.87,1,2,3,31.53,5312.4,256.8,112.8,77.1
Sulawesi Selatan,Parepare,2024,Tebu,5.92,3,2,3,31.32,78465.9,213.2,127.7,86.5
Banten,Tangerang,2021,Padi,6.16,3,1,1,6.85,5735.3,270.2,135.2,83.6
Sumatera Barat,Pasaman,2018,Jagung,5.76,1,3,3,17.14,5156.7,269.3,109.2,84.9
Sumatera Barat,Pesisir Selatan,2020,Jagung,5.05,1,3,4,11.2,5676.5,265.0,113.2,99.0
Sumatera Barat,Agam,2025,Cabai Rawit,4.63,3,3,3,3.5,6938.8,243.6,113.5,72.7
Nusa Tenggara Timur,Ende,2021,Jagung,6.31,3,1,2,12.39,7079.2,222.8,115.1,69.3
Banten,Pandeglang,2018,Padi,5.29,3,3,1,38.03,5418.7,248.9,129.8,69.9
Jawa Timur,Bondowoso,2019,Cabai Rawit,6.62,2,3,4,9.58,11772.0,236.1,88.8,77.0
Maluku Utara,Halmahera Barat,2021,Jagung,6.04,2,5,2,9.35,6831.8,265.3,144.3,78.7
DKI Jakarta,Jakarta Selatan,2019,Bawang Merah,5.27,2,3,2,15.0,13519.5,279.3,141.8,82.4
Sulawesi Utara,Minahasa Utara,2021,Jagung,5.82,4,4,2,18.69,6437.2,236.7,123.0,70.2
Kalimantan Tengah,Kotawaringin Timur,2020,Tebu,4.74,2,3,4,43.54,49905.1,230.4,91.5,76.1
Jawa Barat,Subang,2024,Jagung,5.9,2,4,1,20.7,9075.9,262.7,125.4,93.6
Sulawesi Tengah,Donggala,2024,Bawang Merah,5.25,2,2,2,2.07,10946.5,277.2,112.8,66.9
Sumatera Selatan,Ogan Ilir,2022,Tebu,5.05,1,2,2,88.02,81012.2,266.7,115.0,76.0
Papua Selatan,Merauke,2020,Bawang Merah,6.55,1,3,2,2.43,12251.7,237.4,100.2,79.8
Sulawesi Tengah,Palu,2022,Tebu,5.67,1,3,3,40.64,78407.2,248.2,125.3,77.2
Bengkulu,Rejang Lebong,2018,Padi,4.31,2,1,3,9.74,5315.6,248.8,110.5,77.0
Sulawesi Utara,Minahasa Utara,2019,Padi,5.7,2,3,3,31.36,6337.5,262.4,105.3,81.1
Riau,Pekanbaru,2022,Jagung,4.62,2,3,2,31.97,5072.5,254.9,142.3,71.8
Papua Barat,Teluk Bintuni,2022,Jagung,4.34,3,1,1,9.43,7437.0,232.5,114.2,75.5
Sumatera Selatan,Ogan Ilir,2021,Jagung,5.94,3,4,4,11.95,8138.6,266.3,108.6,79.4
Kalimantan Utara,Bulungan,2019,Bawang Merah,5.37,1,2,3,5.99,8223.8,238.5,118.2,63.6
Sumatera Utara,Asahan,2018,Tebu,5.72,2,2,2,25.52,65085.6,255.6,115.8,50.0
Bali,Gianyar,2022,Cabai Rawit,6.02,2,4,2,1.31,10596.5,251.3,109.8,76.3
Bengkulu,Kepahiang,2024,Padi,5.41,3,3,2,25.03,5531.0,294.1,117.7,74.9
Kepulauan Riau,Lingga,2020,Tebu,5.86,3,2,3,52.16,80469.4,316.5,112.4,86.3
Kalimantan Barat,Mempawah,2020,Padi,4.2,4,2,2,9.28,4669.6,250.5,108.9,95.2
Nusa Tenggara Timur,Lembata,2019,Tebu,5.84,2,3,2,33.88,53762.2,289.0,137.7,78.7
DKI Jakarta,Jakarta Barat,2021,Tebu,5.34,2,3,2,56.41,79335.9,200.3,106.7,90.7
Papua Selatan,Asmat,2025,Padi,5.63,5,3,3,15.81,7432.5,279.2,104.9,59.3
Jawa Timur,Lamongan,2021,Tebu,5.11,1,2,2,104.27,81303.1,252.8,115.8,79.0
Bangka Belitung,Bangka Tengah,2023,Padi,5.35,4,5,3,24.16,6460.9,258.1,115.4,94.9
Papua Tengah,Nabire,2018,Padi,6.67,3,3,4,4.78,6658.3,255.5,122.9,99.1
Kalimantan Timur,Kutai Barat,2023,Bawang Merah,5.76,1,3,4,6.43,9069.1,273.4,112.8,103.4
Maluku Utara,Ternate,2023,Cabai Rawit,4.45,2,3,2,3.07,7125.5,240.4,108.6,68.0
Papua Barat Daya,Sorong Selatan,2022,Tebu,4.38,3,4,4,57.83,96494.2,237.3,108.4,79.1
Lampung,Pringsewu,2021,Jagung,6.47,1,3,3,18.26,4685.9,229.4,127.9,72.6
Kepulauan Riau,Bintan,2019,Tebu,5.65,4,2,3,71.63,69742.7,208.8,113.0,93.3
Papua Selatan,Merauke,2023,Bawang Merah,4.81,3,2,1,8.2,11336.8,274.5,122.6,73.4
Kalimantan Timur,Berau,2025,Cabai Rawit,5.13,2,1,3,4.81,7060.7,253.8,96.5,78.1
Nusa Tenggara Barat,Bima,2021,Padi,5.53,4,3,3,39.17,7136.3,257.4,121.4,81.0
Papua Barat Daya,Tambrauw,2025,Cabai Rawit,5.99,3,3,5,1.72,11608.8,264.1,124.4,76.0
Kalimantan Barat,Kubu Raya,2019,Tebu,4.2,1,3,2,90.74,68869.4,257.7,153.7,75.0
Papua Selatan,Asmat,2024,Jagung,6.08,2,3,2,22.33,6017.6,205.1,106.6,77.1
Kalimantan Barat,Sanggau,2018,Cabai Rawit,4.92,3,2,2,8.07,8397.8,248.1,80.0,77.7
Lampung,Metro,2021,Cabai Rawit,5.44,2,4,3,2.73,11301.0,238.9,130.1,76.3
Gorontalo,Gorontalo Utara,2021,Jagung,5.92,5,1,2,19.15,8459.4,250.7,138.9,74.1
DI Yogyakarta,Gunung Kidul,2023,Jagung,5.67,2,2,4,9.38,4994.4,227.5,119.0,82.0
Maluku Utara,Halmahera Barat,2024,Bawang Merah,5.81,3,3,3,4.77,12929.1,266.6,124.5,87.4
Jawa Tengah,Semarang,2023,Cabai Rawit,5.66,2,2,2,4.68,8647.6,277.5,111.1,92.3
Nusa Tenggara Timur,TTS,2024,Jagung,6.7,4,3,3,14.85,7669.0,268.1,127.9,71.2
Papua Pegunungan,Yalimo,2022,Cabai Rawit,5.18,3,2,2,15.4,7105.1,215.0,131.0,84.8
Sumatera Utara,Langkat,2018,Tebu,5.1,3,3,2,17.2,60175.7,247.2,110.6,81.2
Kalimantan Barat,Kubu Raya,2021,Bawang Merah,4.59,3,1,3,4.78,10645.6,218.3,103.3,82.1
Jawa Tengah,Klaten,2021,Tebu,6.15,2,3,2,39.12,61123.6,241.9,128.1,98.1
Aceh,Lhokseumawe,2018,Bawang Merah,4.8,2,3,5,6.71,13823.9,266.7,126.6,74.1
Papua Selatan,Asmat,2023,Tebu,5.91,1,2,3,68.76,63443.1,231.5,108.6,81.7
Aceh,Aceh Besar,2021,Padi,5.82,2,3,2,16.51,6970.0,237.7,123.4,92.7
Sulawesi Utara,Bitung,2024,Bawang Merah,5.22,2,2,4,5.23,9215.0,236.1,100.9,88.2
Kalimantan Tengah,Kotawaringin Timur,2022,Tebu,5.88,1,3,1,14.26,70504.2,224.6,100.5,77.6
Maluku,Seram Bagian Barat,2020,Jagung,5.46,2,2,1,23.18,5203.3,264.4,124.0,77.1
Sumatera Utara,Serdang Bedagai,2019,Padi,5.41,3,2,1,10.87,6085.2,237.2,108.3,82.0
Papua Selatan,Mappi,2022,Cabai Rawit,5.3,2,2,3,1.96,9050.4,211.4,118.4,103.5
Bali,Gianyar,2025,Tebu,4.32,2,2,3,18.83,55127.8,267.1,132.0,68.9
Riau,Rokan Hulu,2023,Padi,5.76,3,2,3,6.9,6119.4,222.2,115.7,70.0
Maluku,Maluku Tenggara,2020,Padi,5.24,2,1,2,7.45,5467.4,224.1,104.9,68.2
Sumatera Selatan,Ogan Komering Ilir,2024,Bawang Merah,6.32,1,3,3,2.65,13319.0,208.4,141.0,69.7
Jambi,Muaro Jambi,2024,Cabai Rawit,5.41,1,2,1,3.92,6189.3,295.1,103.0,83.5
Jawa Barat,Cirebon,2023,Cabai Rawit,4.64,2,4,1,7.04,8717.5,289.9,106.8,64.7
Papua Barat Daya,Sorong,2024,Padi,6.39,4,2,3,11.55,6536.6,235.8,100.2,78.4
Sulawesi Barat,Polewali Mandar,2022,Padi,5.76,1,3,4,24.09,6007.2,241.4,123.4,56.0
Jawa Tengah,Klaten,2023,Tebu,6.92,3,2,1,43.07,83586.8,240.3,103.8,92.3
Gorontalo,Pohuwato,2021,Jagung,5.69,5,3,2,19.62,6281.4,233.7,123.2,84.1
Sulawesi Selatan,Sinjai,2023,Cabai Rawit,5.41,3,4,3,2.56,9190.9,266.5,107.2,70.0
Bangka Belitung,Bangka,2021,Tebu,5.01,4,1,4,29.06,81194.6,252.4,135.3,72.9
Bangka Belitung,Belitung,2024,Cabai Rawit,4.88,2,1,3,6.45,11471.3,255.0,109.2,70.1
Kepulauan Riau,Natuna,2025,Tebu,5.58,2,2,1,20.54,53290.6,270.2,120.6,83.6
Kalimantan Utara,Tarakan,2020,Jagung,4.91,2,2,2,11.29,4079.3,218.4,97.8,92.5
Bangka Belitung,Bangka,2020,Bawang Merah,5.69,2,3,4,3.18,9990.0,233.7,108.4,85.9
Jambi,Tebo,2019,Bawang Merah,5.16,2,2,1,2.98,7824.1,248.8,131.8,86.8
Kalimantan Utara,Bulungan,2025,Padi,5.4,4,4,3,13.09,4500.9,216.0,116.1,66.3
Bangka Belitung,Belitung Timur,2019,Bawang Merah,5.65,3,1,3,3.66,9135.7,240.6,130.9,84.8
Sulawesi Selatan,Bantaeng,2021,Tebu,5.12,4,1,2,27.11,89166.6,243.4,100.9,64.4
Papua Tengah,Paniai,2019,Tebu,5.43,3,2,4,35.48,53932.7,259.6,114.6,64.7
Sulawesi Utara,Bolaang Mongondow,2018,Jagung,5.68,3,2,3,22.26,5847.9,253.9,109.7,82.7
Sumatera Selatan,Ogan Ilir,2021,Jagung,4.2,1,3,3,23.45,7642.5,233.4,114.8,69.3
Papua Barat,Kaimana,2025,Bawang Merah,5.8,3,3,3,2.2,9070.2,256.7,149.2,61.5
Banten,Serang,2018,Jagung,5.9,3,5,2,25.07,8528.9,223.7,110.2,75.4
Kalimantan Barat,Mempawah,2025,Jagung,5.31,2,3,2,47.51,7418.1,268.3,122.1,76.7
Kalimantan Selatan,Banjarmasin,2020,Padi,4.38,1,3,2,13.41,5960.0,232.9,114.0,86.6
Maluku Utara,Kep. Sula,2025,Bawang Merah,5.22,2,2,3,5.26,10882.5,234.5,86.0,79.3
Papua Barat Daya,Maybrat,2018,Tebu,5.07,2,5,1,22.36,97675.4,230.9,112.8,80.7
Sulawesi Tenggara,Kendari,2024,Tebu,6.03,3,3,4,30.07,97339.5,221.5,95.0,71.9
Kepulauan Riau,Tanjung Pinang,2023,Padi,5.49,4,3,5,12.96,6208.9,240.3,105.9,87.6
Maluku,Seram Bagian Barat,2018,Padi,5.11,4,4,2,25.99,6943.0,224.0,130.2,78.9
Kalimantan Timur,Kutai Barat,2022,Cabai Rawit,5.43,2,1,2,6.49,6877.0,271.8,135.7,71.6
Kalimantan Utara,Tarakan,2018,Tebu,4.2,4,3,3,24.34,53030.6,234.4,91.5,61.3
Papua Barat,Fakfak,2020,Padi,5.61,3,2,4,14.75,4749.0,238.7,146.7,90.9
Sumatera Selatan,Banyuasin,2019,Bawang Merah,5.31,1,4,2,2.89,12140.3,264.1,119.4,74.5
Bali,Denpasar,2019,Bawang Merah,5.17,1,2,2,6.09,11099.4,257.2,121.1,84.3
Kalimantan Timur,Berau,2018,Bawang Merah,4.2,3,3,2,3.4,9836.9,283.7,139.7,86.7
Riau,Siak,2021,Padi,4.38,2,2,3,25.17,6259.3,251.6,122.2,81.4
Sulawesi Tenggara,Kendari,2023,Padi,6.7,2,3,1,28.34,6669.2,259.3,109.5,85.0
Papua Tengah,Nabire,2024,Jagung,5.48,3,3,3,10.84,4755.5,246.3,108.8,73.7
Jawa Tengah,Grobogan,2018,Padi,5.86,2,3,1,11.29,6892.9,230.2,123.7,82.7
Papua Barat,Teluk Wondama,2018,Bawang Merah,6.38,1,3,3,2.73,10491.0,275.6,108.5,78.9
Papua,Jayapura,2024,Jagung,4.2,3,3,2,21.98,8043.9,260.7,130.3,73.6
Jambi,Sarolangun,2025,Padi,5.45,4,1,2,15.05,5696.6,225.9,131.1,68.3
Bangka Belitung,Bangka Selatan,2020,Tebu,5.97,4,4,4,63.92,51257.2,229.8,132.3,92.9
Banten,Pandeglang,2023,Cabai Rawit,6.63,1,3,5,2.48,8455.6,231.7,107.4,83.8
DKI Jakarta,Jakarta Pusat,2023,Tebu,4.99,2,3,4,11.25,76199.0,233.4,121.1,91.7
Papua Barat Daya,Sorong Selatan,2023,Bawang Merah,4.57,3,1,1,3.33,8809.1,243.3,121.8,91.3
Sulawesi Tengah,Donggala,2019,Cabai Rawit,4.71,1,1,2,3.01,9431.5,216.6,122.3,80.6
Bali,Tabanan,2024,Bawang Merah,6.02,1,4,2,2.01,8266.2,214.3,119.8,67.5
Lampung,Metro,2023,Tebu,6.02,1,2,4,54.63,85301.0,277.2,132.8,73.0
Sulawesi Utara,Manado,2022,Cabai Rawit,5.55,5,2,5,7.47,7932.4,211.5,115.5,84.3
Kalimantan Utara,Tarakan,2018,Tebu,4.99,3,2,3,35.68,86778.7,246.6,131.3,82.5
Aceh,Aceh Besar,2021,Cabai Rawit,5.76,3,3,2,9.35,10015.0,286.1,97.0,70.0
Papua Barat Daya,Sorong Selatan,2018,Jagung,5.23,5,2,2,3.9,5970.4,233.3,122.6,80.0
Kalimantan Tengah,Kotawaringin Barat,2023,Tebu,5.02,1,4,2,26.05,92100.5,242.1,121.6,87.6
Papua Pegunungan,Lanny Jaya,2019,Jagung,6.09,2,3,2,10.41,8664.9,235.0,130.2,64.5
Bangka Belitung,Bangka,2020,Tebu,5.24,1,1,2,35.4,81890.5,199.5,137.5,74.5
Bali,Denpasar,2022,Cabai Rawit,5.63,2,2,2,1.54,10888.4,270.0,101.8,57.3
Bengkulu,Bengkulu,2024,Bawang Merah,5.26,3,2,3,1.7,13110.5,235.4,127.2,83.9
Papua Selatan,Asmat,2025,Padi,5.89,2,2,2,17.31,4102.3,268.8,124.8,91.2
Bali,Bangli,2022,Padi,6.68,4,4,5,24.09,7936.0,270.7,104.5,84.4
Aceh,Aceh Utara,2018,Padi,5.35,3,3,2,11.14,6154.3,234.8,133.2,77.6
Sulawesi Selatan,Gowa,2025,Bawang Merah,6.61,4,3,1,1.41,10082.8,233.0,102.7,97.1
Sulawesi Tengah,Sigi,2025,Padi,5.03,1,3,1,19.28,5895.7,260.6,119.3,82.0
Maluku,Seram Bagian Barat,2023,Bawang Merah,4.65,2,2,2,3.24,10762.8,242.7,113.1,90.1
Papua Tengah,Deiyai,2024,Tebu,6.27,1,4,3,52.82,80575.9,282.4,122.0,87.3
Papua Barat,Sorong,2020,Jagung,4.95,3,3,3,26.72,6240.4,216.7,126.1,81.8
DKI Jakarta,Kep. Seribu,2024,Cabai Rawit,6.54,2,4,5,11.07,11181.8,230.3,136.0,78.2
Aceh,Aceh Besar,2019,Bawang Merah,4.49,2,3,1,4.74,9360.7,231.7,91.9,79.1
Sulawesi Utara,Manado,2025,Cabai Rawit,5.48,2,4,4,1.84,10023.7,255.1,119.6,73.3
Sulawesi Barat,Majene,2023,Jagung,5.42,4,3,2,29.35,4158.0,209.4,143.4,77.5
Sumatera Selatan,Musi Banyuasin,2023,Cabai Rawit,5.35,1,3,2,3.21,7799.1,240.8,129.6,59.3
Nusa Tenggara Barat,Sumbawa,2020,Bawang Merah,5.63,3,1,4,9.32,12175.0,198.0,122.1,93.3
Aceh,Lhokseumawe,2019,Cabai Rawit,4.5,2,3,1,5.06,9783.3,242.2,89.6,72.8
DKI Jakarta,Jakarta Barat,2018,Cabai Rawit,5.88,3,4,1,1.84,10703.1,267.8,86.0,74.8
Gorontalo,Gorontalo Utara,2019,Padi,5.16,3,3,3,20.95,6466.1,221.3,108.0,82.3
Papua,Keerom,2019,Bawang Merah,6.09,2,2,1,11.38,8991.1,263.2,111.5,86.1
Papua Tengah,Deiyai,2025,Bawang Merah,5.52,2,4,2,4.32,12276.2,246.1,148.8,91.3
Banten,Pandeglang,2020,Padi,6.53,3,2,2,55.24,6327.0,269.3,109.0,80.2
Jawa Timur,Malang,2024,Cabai Rawit,5.4,2,2,1,2.86,7753.8,261.1,130.9,74.0
Gorontalo,Gorontalo,2021,Cabai Rawit,5.35,4,1,2,1.52,10074.7,251.4,116.7,83.2
Maluku Utara,Halmahera Tengah,2022,Tebu,5.64,3,2,2,7.51,95255.9,242.8,97.3,72.2
Jambi,Muaro Jambi,2023,Padi,5.47,4,1,2,23.07,5972.0,253.5,132.5,71.7
Kepulauan Riau,Karimun,2022,Jagung,5.63,2,1,1,38.33,3864.3,202.7,95.0,81.6
Nusa Tenggara Timur,TTU,2018,Padi,6.53,5,2,3,11.64,5911.2,239.0,104.3,78.2
Sulawesi Tengah,Palu,2018,Padi,5.19,1,3,1,27.87,4307.8,212.8,135.5,81.8
Bangka Belitung,Bangka Selatan,2018,Cabai Rawit,5.44,3,2,4,1.2,12106.4,266.1,124.4,92.9
Kalimantan Tengah,Palangka Raya,2025,Jagung,5.65,2,3,2,28.74,4200.1,269.3,135.1,80.6
Papua Barat,Fakfak,2019,Bawang Merah,5.23,1,2,2,1.61,11296.0,228.4,115.2,66.2
Sumatera Selatan,Banyuasin,2020,Cabai Rawit,5.41,2,3,3,3.29,6953.5,237.9,102.4,84.1
Jawa Tengah,Boyolali,2023,Padi,6.33,1,3,2,46.23,6750.3,209.2,143.3,93.3
Nusa Tenggara Timur,Lembata,2021,Jagung,5.82,4,3,4,40.44,8884.0,245.7,132.5,77.3
Papua Tengah,Paniai,2025,Jagung,5.22,3,3,3,10.9,4945.4,278.5,106.4,70.7
Sulawesi Barat,Mamuju,2020,Cabai Rawit,5.98,2,2,3,9.54,6152.8,233.3,112.8,80.1
Bangka Belitung,Bangka Selatan,2018,Jagung,4.75,4,2,3,33.08,7771.7,249.2,124.7,61.3
Papua Selatan,Mappi,2025,Tebu,4.24,2,2,2,13.21,94543.3,239.9,123.1,75.0
Papua Pegunungan,Jayawijaya,2019,Padi,6.33,3,2,1,37.58,4823.9,252.0,93.2,88.8
Sumatera Barat,Padang,2018,Bawang Merah,5.8,2,1,3,1.8,13703.5,257.6,131.1,85.3
Papua Barat Daya,Tambrauw,2018,Jagung,4.79,3,4,4,19.55,4985.6,221.3,139.7,89.5
Gorontalo,Boalemo,2019,Bawang Merah,6.93,1,5,3,3.68,8382.5,272.2,154.6,88.7
Bangka Belitung,Bangka,2025,Tebu,5.39,3,3,4,78.3,67285.8,239.7,108.1,76.2
Banten,Cilegon,2020,Jagung,6.26,3,2,3,11.4,5802.5,219.4,82.4,69.5
Bangka Belitung,Pangkal Pinang,2021,Padi,5.38,3,2,2,10.23,5564.3,216.1,133.9,88.1
Jawa Tengah,Tegal,2021,Cabai Rawit,5.79,1,2,4,7.09,9440.4,258.4,121.8,90.9
Jambi,Muaro Jambi,2022,Tebu,5.53,2,3,4,68.08,71880.4,238.4,115.1,90.8
Papua Barat,Kaimana,2019,Cabai Rawit,5.11,2,1,2,12.12,6815.3,256.7,117.9,73.5
Banten,Cilegon,2019,Tebu,5.38,2,2,4,30.78,80408.2,245.8,129.0,73.7
Papua Barat Daya,Raja Ampat,2021,Padi,4.98,1,4,5,16.8,5226.5,232.5,141.3,83.9
Jawa Barat,Sukabumi,2019,Bawang Merah,4.64,2,1,1,4.49,12092.9,230.5,112.7,86.9
Sulawesi Tengah,Poso,2024,Jagung,5.09,1,2,3,63.39,5106.5,276.6,130.3,78.2
Papua Barat,Manokwari,2019,Padi,5.42,4,4,3,10.37,6484.3,254.9,105.3,74.1
Bangka Belitung,Belitung,2023,Padi,5.97,2,3,1,10.47,6158.9,238.0,116.8,77.2
Maluku Utara,Kep. Sula,2018,Padi,4.77,4,3,3,38.15,4911.4,245.6,130.9,84.9
Kalimantan Tengah,Pulang Pisau,2018,Jagung,4.2,3,4,1,21.13,4830.1,249.5,120.8,84.5
Papua Selatan,Mappi,2020,Tebu,5.68,1,1,3,30.34,71362.0,225.1,122.8,89.8
Kalimantan Selatan,Hulu Sungai Selatan,2019,Padi,5.01,4,4,3,18.77,6646.5,221.8,97.9,72.0
Nusa Tenggara Barat,Lombok Barat,2022,Cabai Rawit,7.17,3,1,3,2.11,9802.1,250.9,109.5,83.6
Nusa Tenggara Timur,Alor,2024,Cabai Rawit,6.53,3,1,4,4.33,7137.0,228.6,106.4,82.4
Bali,Tabanan,2019,Bawang Merah,4.83,2,3,2,3.32,9898.8,246.9,143.7,75.2
Bangka Belitung,Pangkal Pinang,2019,Cabai Rawit,6.16,3,4,4,14.34,11517.4,242.5,125.0,83.3
Bali,Gianyar,2021,Padi,5.34,2,2,2,70.0,5966.6,234.3,136.0,80.3
Kalimantan Selatan,Banjar,2025,Jagung,4.73,2,1,4,40.98,7106.9,231.0,127.7,93.6
Sumatera Selatan,Ogan Ilir,2022,Jagung,5.3,2,2,1,15.71,5482.9,238.9,161.4,79.3
Jawa Tengah,Tegal,2022,Jagung,6.48,2,3,3,55.25,5100.3,239.6,127.6,83.9
Papua,Mamberamo Raya,2021,Cabai Rawit,5.37,2,2,3,5.26,7856.4,239.2,107.0,79.3
Sulawesi Barat,Polewali Mandar,2018,Bawang Merah,5.93,3,2,3,3.92,13464.7,264.6,154.6,90.8
Nusa Tenggara Timur,Lembata,2024,Tebu,6.69,3,3,4,71.77,84084.9,264.3,110.4,80.1
Jawa Tengah,Brebes,2021,Jagung,6.49,1,2,2,31.88,8097.4,258.3,131.6,92.9
Riau,Siak,2023,Padi,6.1,1,1,3,16.33,6909.6,247.5,87.7,72.6
Sumatera Utara,Serdang Bedagai,2024,Cabai Rawit,5.52,2,1,3,12.45,8682.8,263.3,120.8,82.5
Sulawesi Barat,Majene,2018,Cabai Rawit,6.43,3,4,2,1.49,11943.6,236.7,140.6,69.7
Sulawesi Tengah,Donggala,2023,Bawang Merah,4.28,3,4,2,3.21,12548.2,230.5,106.0,73.7
Kalimantan Timur,Balikpapan,2023,Padi,4.39,3,5,3,64.47,5756.0,213.1,128.4,81.0
Sulawesi Tenggara,Baubau,2022,Bawang Merah,5.63,2,1,4,6.37,13297.4,225.6,126.6,88.0
Jawa Barat,Garut,2024,Padi,6.44,2,2,4,4.78,7010.9,268.6,145.0,74.0
Bengkulu,Lebong,2024,Cabai Rawit,5.84,3,2,2,1.88,7772.8,259.4,138.3,67.0
Jawa Timur,Malang,2018,Padi,6.32,2,2,3,26.32,5254.7,267.7,128.1,66.7
Bengkulu,Kepahiang,2024,Jagung,6.44,2,1,4,77.68,7192.9,242.7,94.5,95.2
Papua Pegunungan,Yalimo,2021,Bawang Merah,4.2,1,4,2,6.06,11570.4,252.4,106.2,66.4
Nusa Tenggara Timur,TTU,2019,Tebu,6.17,3,3,2,40.66,74093.7,268.3,108.4,76.1
Papua,Keerom,2020,Jagung,5.75,4,1,3,28.44,5959.1,268.9,114.4,88.2
Sulawesi Tengah,Parigi Moutong,2024,Bawang Merah,6.88,1,1,3,7.01,13438.5,245.5,116.1,88.6
